item_key,elasticity
122255998472,0.02061475292724824
142060233120,0.03786534859981025
273254869476,-0.009049480095865736
334741852012,0.0027469205874563426
360969770608,0.005822416296761811
361263665728,0.005822416296761811
426445230223,0.03786534859981025
451781451022,0.03786534859981025
454322348784,0.01991354965554018
534895545168,0.02061475292724824
543973061810,-0.0008677813304967255
557508304121,0.01991354965554018
590882946133,0.01991354965554018
642947446522,-0.009049480095865736
645553196889,0.005822416296761811
699237237377,0.03786534859981025
895469897618,0.03786534859981025
911302539935,0.03786534859981025
1006543042866,0.00345650858665458
1229038828612,0.03786534859981025
1229733485661,0.00345650858665458
1273773874044,0.005822416296761811
1277502153005,0.005822416296761811
1340596856000,0.008643629270343477
1590287234780,0.03786534859981025
1652426723209,0.03786534859981025
1687354230478,0.00345650858665458
1790164797872,0.03786534859981025
1907487694394,0.02061475292724824
1981198122793,0.00345650858665458
2126790419932,0.005822416296761811
2169278488511,0.02061475292724824
2364532345270,0.00345650858665458
2448318672390,0.00345650858665458
2506340415430,0.02061475292724824
2529791781737,0.005822416296761811
2684475193179,0.02061475292724824
2692801778218,-0.008463421030326754
2741204919379,0.008643629270343477
2750802669707,0.03786534859981025
2751905588963,0.02061475292724824
2753991183399,0.0011585054766655707
2875774016995,0.005822416296761811
2924787753430,0.03786534859981025
3049965247312,0.0011585054766655707
3084842360059,0.0011585054766655707
3330130587640,0.02061475292724824
3346253103357,0.03786534859981025
3446605697875,-0.012950976627727222
3513842662384,0.0027469205874563426
3816565082458,0.0027469205874563426
3820923259118,0.0027469205874563426
3972844844530,-0.0008677813304967255
4043159244195,0.0025147376307259116
4328357489459,0.05770239976616258
4380301400697,0.03786534859981025
4452667886887,0.0027469205874563426
4472639882936,0.03786534859981025
4549763103345,0.03786534859981025
4679187658941,0.005822416296761811
4693255693835,0.03786534859981025
4715332377835,0.02061475292724824
4743687304473,0.03786534859981025
4832112483124,0.005822416296761811
4961607342274,0.005822416296761811
4978580709168,0.03786534859981025
5181723277294,-0.008463421030326754
5267034007337,0.0027469205874563426
5277700535289,-0.009049480095865736
5308256192807,0.008643629270343477
5389974816115,0.00345650858665458
5579587713952,0.02061475292724824
5614264906504,0.008643629270343477
5625838419693,0.02061475292724824
5754263826447,0.03786534859981025
5778731767475,-0.008463421030326754
5793872763501,0.0025147376307259116
5801730803460,0.02061475292724824
5909553899614,0.005822416296761811
5944804569421,0.0027469205874563426
6049504758961,0.03786534859981025
6150512912727,0.005822416296761811
6158912997251,0.005822416296761811
6289412508835,-0.00804313491982006
6349578084904,0.0027469205874563426
6420794234615,0.0027469205874563426
6517680099937,0.0027469205874563426
6530784700875,-0.012950976627727222
6572744456707,0.008643629270343477
6604891549977,0.03786534859981025
6710010110942,0.02061475292724824
6970258212725,0.03786534859981025
7061948800396,0.03786534859981025
7192183069053,0.03786534859981025
7207872307743,0.0011585054766655707
7452747415115,0.03786534859981025
7456238216778,0.03786534859981025
7631969095401,0.01991354965554018
7776043214770,0.00345650858665458
7964550379609,0.005822416296761811
7965829486053,-0.008463421030326754
8035684664898,0.0027469205874563426
8116231202775,0.03786534859981025
8168205591115,0.03786534859981025
8199572265134,0.01991354965554018
8217810429632,0.00345650858665458
8403177563876,0.02061475292724824
8646325084420,0.008643629270343477
8720923924658,0.02061475292724824
8737365162565,-0.0008677813304967255
8779253678836,0.00345650858665458
8824703451007,0.03786534859981025
8867215005342,0.00345650858665458
9035724444596,0.005822416296761811
9054193971115,0.005822416296761811
9152089347230,0.03786534859981025
9156501146421,0.01991354965554018
9290500962350,0.03786534859981025
9307597220092,0.005822416296761811
9335220395163,0.03786534859981025
9349944311551,0.0027469205874563426
9426780568730,0.0025147376307259116
9754680907209,0.02061475292724824
9822031278890,0.02061475292724824
9896369941436,0.0025147376307259116
9976658223379,0.005822416296761811
10027987783534,-0.012950976627727222
10198739923178,-0.008463421030326754
10212811239854,0.005822416296761811
10266685099075,0.03786534859981025
10401867728135,0.0027469205874563426
10409053305256,0.00345650858665458
10442439962273,0.01991354965554018
10474797981763,0.005822416296761811
10554422722157,0.008643629270343477
10650991296578,0.0025147376307259116
11124418330921,0.0011585054766655707
11277799495980,0.005822416296761811
11333613691141,0.0025147376307259116
11421541905593,-0.0008677813304967255
11622131674632,0.008643629270343477
